trial_id,sample_name,athlete,action_type,source_file,ready_com_height_ratio,ready_rear_hip_flexion_deg,ready_rear_knee_flexion_deg,ready_hip_shoulder_separation_deg,ready_bat_tilt_deg,ready_hand_height_ratio,contact_bat_speed_kmh,contact_attack_angle_deg,contact_pelvis_rotation_open_deg,contact_torso_rotation_open_deg,contact_front_knee_flexion_deg,ready_to_contact_head_displacement_mm,coach_high_com_risk_index,coach_rear_elbow_height_diff_mm,coach_bat_loading_angle_to_catcher_deg,coach_rollover_forearm_roll_velocity_deg_s,coach_hitting_zone_stability_score
coach_008-coach_cal_03_bat_02,coach,coach,batting,vicon_2026/coach/008-coach Cal 03 Bat 02.c3d,0.7966906589272272,47.05194728362671,34.14534358515909,23.350387655338846,24.99339173238474,0.9958985691684258,93.86080743393491,-13.518565929483378,93.77890476715372,135.08948649327846,52.836532904840055,276.8582739902784,34.14729182365801,-121.517431640625,26.82283140272911,886.9412562922013,78.67370284576877
julian_007-julian_cal_04_bat_05,julian,julian,batting,vicon_2026/julian/007-julian Cal 04 Bat 05.c3d,0.7941986610770978,50.9956760262912,38.13250850409947,3.2860310070856826,67.42685590532157,0.7901615167650388,61.092142532144365,-1.904501614975596,133.14073923448535,144.4244040921972,25.28197992096933,344.9595701159524,33.33333333333333,-144.818994140625,30.224519528658284,1311.0762370185375,70.86791565925154
