trial_id,sample_name,athlete,action_type,source_file,frames,rate_hz,duration_sec,point_count,valid_point_pct,hip_shoulder_sep_deg,lead_knee_angle_deg,right_elbow_angle_deg,left_elbow_angle_deg,trunk_tilt_deg,hand_speed_kmh,trunk_speed_kmh,hip_speed_kmh,bat_speed_kmh,swing_time_sec,bat_angle_deg
coach_008-coach_cal_03_bat_02,coach,coach,batting,vicon_2026/coach/008-coach Cal 03 Bat 02.c3d,985,100.0,9.85,196,76.65544390344971,38.28327645896524,161.9939021911172,99.23497620330467,63.788816941553165,33.78618812373208,27.91782653022367,21.572721356269863,3.582979557634609,114.6317250690667,0.24,25.838249885911
coach_008-coach_cal_03_pitch_07,coach,coach,pitching,vicon_2026/coach/008-coach Cal 03 Pitch 07.c3d,1438,100.0,14.38,191,91.33613439259007,30.699246765902785,162.255662221533,134.77391230447466,76.61082178862321,49.844390324872414,55.59221383917194,9.262148695561754,21.819168434214856,nan,nan,nan
julian_007-julian_cal_04_bat_05,julian,julian,batting,vicon_2026/julian/007-julian Cal 04 Bat 05.c3d,1259,100.0,12.59,44,99.52884684814788,28.623447416000083,143.09189919794417,71.2127739044931,109.98839638547732,43.301274937085026,21.758476463075564,5.008625601436023,16.576224307161745,66.15675184504528,0.45,48.0903586948996
julian_007-julian_cal_04_pitch_08,julian,julian,pitching,vicon_2026/julian/007-julian Cal 04 Pitch 08.c3d,1055,100.0,10.55,191,85.90704945286718,17.284060869339967,158.6462045192658,145.27152656021474,107.7746877795128,64.11195096073098,31.953479865825077,7.021579306725282,5.965218074816734,nan,nan,nan
