trial,sample_rate_hz,prefix,phase_start_frame,phase_start_sec,event_frame,event_sec,phase_end_frame,phase_end_sec,swing_time_sec,bat_axis_angle_deg,bat1_speed_kmh,bat4_speed_kmh,hand_speed_kmh,hand_marker,wrist_speed_kmh,wrist_marker,hip_rotation_deg,hip_shoulder_sep_deg,weight_transfer_pct,lead_knee_angle_deg,trunk_tilt_deg,head_stability_pct,attack_angle_deg,stride_angle_deg,stride_length_ratio,foot_direction_deg,elbow_bend_deg,arm_abduction_deg,wrist_snap_deg
0506Coach_wave,100.0,0506CoachBat,94,0.93,100,0.99,110,1.09,0.16000000000000003,-27.10496762828978,131.71713989853586,87.88408771813447,39.43156886008724,LFIN,30.424790366371845,LWRA,36.15813134405628,37.32668427288087,1.4751059399330677,136.43490627985506,24.26157892082488,49.17410266574299,-27.10496762828978,56.338764960767556,0.6204210592955196,79.27984725190389,138.14687697164246,105.57247250164347,57.287487676963465
Julian_wave02,100.0,Julian,247,2.46,257,2.56,279,2.78,0.31999999999999984,-26.255109777700383,74.01856416879158,45.31067527618277,18.95373289602105,RFIN,15.010615782916338,RWRA,65.43586624973493,23.995793845730475,7.151654922593068,164.7331059892133,41.205823146415625,48.62288822743031,-26.255109777700383,48.13150350393746,0.6106060714313003,78.32620717165734,135.71688657716436,114.95748383046195,47.193955573737284
